0,00E+00	3,33E-01
4,00E-02	6,17E+00
8,00E-02	1,26E+01
1,20E-01	1,83E+01
1,60E-01	2,35E+01
2,00E-01	2,63E+01
2,40E-01	2,75E+01
2,80E-01	2,63E+01
3,20E-01	2,44E+01
3,60E-01	1,93E+01
4,00E-01	1,42E+01
4,40E-01	7,92E+00
4,80E-01	2,17E+00
5,20E-01	-2,58E+00
5,60E-01	-5,67E+00
6,00E-01	-6,75E+00
6,40E-01	-5,50E+00
6,80E-01	-3,67E+00
7,20E-01	1,50E+00
7,60E-01	7,25E+00
8,00E-01	1,29E+01
8,40E-01	1,93E+01
8,80E-01	2,36E+01
9,20E-01	2,64E+01
9,60E-01	2,73E+01
1,00E+00	2,68E+01
1,04E+00	2,32E+01
1,08E+00	1,89E+01
1,12E+00	1,36E+01
1,16E+00	7,08E+00
1,20E+00	1,58E+00
1,24E+00	-2,58E+00
1,28E+00	-6,50E+00
1,32E+00	-7,17E+00
1,36E+00	-5,17E+00
1,40E+00	-1,92E+00
1,44E+00	2,42E+00
1,48E+00	8,08E+00
1,52E+00	1,40E+01
1,56E+00	1,95E+01
1,60E+00	2,34E+01
1,64E+00	2,64E+01
1,68E+00	2,72E+01
1,72E+00	2,55E+01
1,76E+00	2,25E+01
1,80E+00	1,73E+01
1,84E+00	1,13E+01
1,88E+00	6,08E+00
1,92E+00	3,33E-01
1,96E+00	-4,08E+00
2,00E+00	-6,83E+00
2,04E+00	-7,58E+00
2,08E+00	-5,75E+00
2,12E+00	-2,67E+00
2,16E+00	2,42E+00
2,20E+00	8,42E+00
2,24E+00	1,43E+01
2,28E+00	1,93E+01
2,32E+00	2,36E+01
2,36E+00	2,58E+01
2,40E+00	2,60E+01
2,44E+00	2,43E+01
2,48E+00	2,11E+01
2,00E-01	4,91E+00
2,34E-01	6,47E+00
2,67E-01	8,15E+00
3,00E-01	9,59E+00
3,34E-01	1,08E+01
3,67E-01	1,19E+01
4,00E-01	1,23E+01
4,34E-01	1,26E+01
4,67E-01	1,26E+01
5,01E-01	1,22E+01
5,34E-01	1,17E+01
5,67E-01	1,08E+01
6,01E-01	9,55E+00
6,34E-01	8,03E+00
6,67E-01	6,44E+00
7,01E-01	4,86E+00
7,34E-01	3,21E+00
7,67E-01	2,03E+00
8,01E-01	1,03E+00
8,34E-01	3,90E-01
8,68E-01	2,08E-01
9,01E-01	7,81E-01
9,34E-01	1,60E+00
9,68E-01	2,75E+00
1,00E+00	4,24E+00
1,03E+00	5,80E+00
1,07E+00	7,45E+00
1,10E+00	8,93E+00
1,13E+00	1,03E+01
1,17E+00	1,13E+01
1,20E+00	1,21E+01
1,23E+00	1,25E+01
1,27E+00	1,26E+01
1,30E+00	1,24E+01
1,33E+00	1,18E+01
1,37E+00	1,10E+01
1,40E+00	9,96E+00
1,43E+00	8,64E+00
1,47E+00	7,08E+00
1,50E+00	5,44E+00
1,53E+00	3,88E+00
1,57E+00	2,50E+00
1,60E+00	1,45E+00
1,63E+00	6,64E-01
1,67E+00	2,34E-01
1,70E+00	6,52E-01
1,74E+00	1,33E+00
1,77E+00	2,41E+00
1,80E+00	3,75E+00
1,84E+00	5,20E+00
1,87E+00	6,70E+00
1,90E+00	8,38E+00
1,94E+00	9,75E+00
1,97E+00	1,09E+01
2,00E+00	1,18E+01
2,04E+00	1,23E+01
2,07E+00	1,25E+01
2,10E+00	1,24E+01
2,14E+00	1,21E+01
2,17E+00	1,14E+01
2,20E+00	1,04E+01
2,24E+00	9,10E+00
2,27E+00	7,64E+00
2,30E+00	6,09E+00
2,34E+00	4,43E+00
2,37E+00	3,02E+00
2,40E+00	1,90E+00
2,44E+00	9,78E-01
2,47E+00	4,82E-01
2,50E+00	4,69E-01
2,54E+00	1,08E+00
2,57E+00	1,96E+00
2,60E+00	3,30E+00
2,64E+00	4,72E+00
2,67E+00	6,24E+00
2,70E+00	7,83E+00
2,74E+00	9,31E+00
2,77E+00	1,05E+01
2,80E+00	1,15E+01
2,84E+00	1,21E+01
2,87E+00	1,25E+01
2,90E+00	1,25E+01
2,94E+00	1,22E+01
2,97E+00	1,16E+01
3,00E+00	1,07E+01
3,04E+00	9,58E+00
3,07E+00	8,19E+00
3,10E+00	6,58E+00
3,14E+00	5,10E+00
3,17E+00	3,56E+00
3,20E+00	2,28E+00
3,24E+00	1,28E+00
3,27E+00	6,25E-01
3,30E+00	4,04E-01
3,34E+00	8,34E-01
3,37E+00	1,72E+00
3,40E+00	2,84E+00
3,44E+00	4,20E+00
3,47E+00	5,70E+00
3,50E+00	7,16E+00
3,54E+00	8,72E+00
3,57E+00	1,01E+01
3,60E+00	1,11E+01
3,64E+00	1,19E+01
3,67E+00	1,22E+01
3,70E+00	1,24E+01
3,74E+00	1,22E+01
3,77E+00	1,19E+01
3,80E+00	1,11E+01
